In1 , In2 , In3 , In4 , Out
1 , 3.78580435541 , 53.0731490946 , 1 , 1038.04251293
0 , 0.920550756313 , 50.5033623615 , 0 , 9.8963258488
0 , 6.73859415699 , 61.6907182526 , 1 , 67.6027378606
0 , 1.83273279531 , 50.6732638647 , 0 , 18.6207953479
1 , 3.32852574616 , 47.7576794862 , 0 , 33.8806839232
1 , 3.97790581624 , 40.8547717006 , 0 , 39.8693689932
1 , 2.71200477981 , 2.71193391289 , 1 , 1027.77045166
0 , 1.87526241144 , 61.0668622754 , 0 , 19.2495223398
0 , 5.39323548089 , 52.86284503 , 1 , 54.630339453
1 , 8.35786229797 , 47.0646171711 , 1 , 1083.77523865
0 , 1.9197431254 , 81.1437865845 , 0 , 19.2554789406
1 , 5.1767739691 , 65.8049081566 , 1 , 1052.17155208
1 , 5.9817905475 , 52.8107042633 , 1 , 1060.38265496
1 , 6.46165969832 , 95.8976147203 , 0 , 65.1281168381
1 , 4.78262936404 , 83.9878776831 , 1 , 1048.25564659
1 , 1.5560627668 , 92.6599726809 , 1 , 1015.93645821
0 , 6.31680641387 , 91.350038791 , 0 , 63.2076558278
1 , 1.89959610525 , 27.7089025696 , 1 , 1019.25345053
0 , 8.3646709386 , 16.8605321213 , 1 , 83.6469113775
0 , 2.79471860636 , 40.9299174 , 0 , 28.5770807299
1 , 8.48295037129 , 38.7880755556 , 0 , 85.4831189059
1 , 4.4285246134 , 0.835798313983 , 0 , 44.3160261204
0 , 1.06564551403 , 61.7343144578 , 0 , 11.2704347019
1 , 3.84454478603 , 48.3245939541 , 1 , 1038.85685609
0 , 1.88785877501 , 96.4851359065 , 1 , 18.9967083676
0 , 5.69955334743 , 45.8461306842 , 1 , 57.104441249
1 , 2.3579370464 , 57.8230089584 , 0 , 23.9557433968
1 , -1 , 43.5603534053 , 1 , 1047.17088269
1 , 6.05141159091 , 89.5896522519 , 1 , 1060.71895142
0 , 3.23374445216 , 18.90244932 , 1 , 32.9169223226
0 , 4.88327605311 , 58.2595561445 , 0 , 49.4740284831
1 , 9.08361957765 , 54.4835304389 , 0 , 91.0344912146
0 , 6.75317954715 , 72.4188300584 , 1 , 67.8674791687
0 , 5.57468375402 , 54.7971332632 , 1 , 56.3168603243
1 , 2.06025920988 , 47.8159833087 , 1 , 1021.03649948
0 , 6.63322101699 , 67.8438696002 , 0 , 66.7334900476
1 , 8.19382740517 , 54.257821325 , 1 , 1082.23356401
0 , 7.20080565383 , 40.0548564899 , 1 , 72.5983635695
1 , 0.757290402913 , 67.224635936 , 0 , 8.05496965576
0 , 6.38883617316 , 57.68214631 , 0 , 64.2028136714
1 , 9.12439826745 , 15.6915478062 , 1 , 1091.74814849
1 , 1.26530468042 , 94.1210081695 , 0 , 12.7881441517
0 , 8.71986484702 , 1.7246405898 , 0 , 87.5305542672
0 , 3.11327397093 , 33.7444722605 , 0 , 31.7714264267
0 , 0.812215424319 , 62.0245598043 , 0 , 8.34924573276
0 , 3.8825443282 , 21.7204992482 , 0 , 39.3737902614
0 , 5.72228248676 , 40.7186524702 , 1 , 57.9130740816
1 , 7.36694824179 , 85.4004555253 , 1 , 1074.11499336
1 , 3.54292720523 , 75.9394563829 , 0 , 35.4961134704
1 , 2.83524076742 , 45.9153339354 , 1 , 1029.04942291
1 , -1 , 88.6720595621 , 1 , 1097.52795556
1 , 4.12027553699 , 34.8947120231 , 0 , 41.720325441
0 , 5.17537937418 , 52.4912702488 , 1 , 52.0590801071
1 , 1.09539326414 , 48.6422914088 , 0 , 11.5134240602
0 , 5.45717737656 , 94.5794429465 , 0 , 55.1724041482
1 , 2.4649287639 , 84.5699976533 , 0 , 25.1410741189
0 , 7.76222370797 , 32.0543548175 , 0 , 77.919108078
1 , 7.66392873465 , 4.93059889525 , 0 , 77.2082385789
0 , 1.44123886258 , 94.0840632979 , 0 , 14.894256734
0 , 2.05623017978 , 89.3419601347 , 1 , 20.6968364864
0 , 8.84126708673 , 2.68172748085 , 1 , 88.5032235753
1 , 9.67770419049 , 69.6007052544 , 1 , 1097.01556327
0 , 9.45887091833 , 15.5744603473 , 1 , 95.1701640019
1 , 7.3182304841 , 11.7192683312 , 1 , 1073.56569375
1 , 3.87295975258 , 69.6749046149 , 0 , 39.0953363548
0 , 0.826486373479 , 48.6894494503 , 1 , 8.60657698145
0 , 4.26146540195 , 9.37710834356 , 1 , 43.027623234
1 , 8.66732797549 , 13.4916221502 , 1 , 1086.84966509
0 , 8.41163256694 , 21.6080064478 , 0 , 84.2941599356
1 , 9.60340770642 , 9.77416114849 , 1 , 1096.70436578
1 , 4.75576587982 , 15.7123836976 , 1 , 1047.96462793
0 , 3.55828627906 , 8.56256307181 , 1 , 35.9671470989
0 , 0.949390235498 , 6.54618322376 , 1 , 9.54169128509
1 , 7.17857818398 , 80.6557102133 , 1 , 1072.42635809
1 , 7.676645048 , 22.8993318761 , 1 , 1077.3538123
1 , 9.88504441636 , 2.63439964338 , 0 , 99.3401433518
1 , 7.21942304518 , 8.34964233818 , 0 , 72.6190660472
1 , 4.11076359876 , 56.0828049834 , 0 , 41.1658923134
1 , 9.29372871484 , 3.5677731379 , 1 , 1093.16301706
1 , 9.66151318589 , 9.23971969109 , 0 , 96.7021961534
0 , 7.1027287586 , 22.23394414 , 1 , 71.2698256879
0 , 5.01987174412 , 80.8436623561 , 0 , 50.8193368481
1 , 0.753784055968 , 2.01874916853 , 0 , 8.08518408283
1 , 3.48097809973 , 92.8888303659 , 1 , 1035.34236534
0 , 8.32177421098 , 73.337332217 , 1 , 83.2968515617
1 , 8.67940313792 , 86.3598311043 , 1 , 1087.30759347
0 , 9.08800474664 , 32.8760725706 , 0 , 91.2951635227
1 , 2.90138490271 , 45.5276984033 , 1 , 1029.09093135
1 , 8.83782665425 , 28.5838154792 , 1 , 1088.8257012
1 , 8.77501548258 , 59.7539565207 , 0 , 88.241836282
0 , 4.48922315645 , 51.9863755949 , 1 , 45.4453914589
0 , 4.3592919958 , 11.5981706983 , 1 , 44.1098937714
1 , 9.18630539567 , 10.1278674614 , 1 , 1092.55484156
1 , 2.446178951 , 21.8542785596 , 1 , 1024.50022609
1 , 2.95310111061 , 54.7942735156 , 1 , 1030.04387906
0 , 7.19649540732 , 3.32821214078 , 0 , 72.0119363056
0 , -1 , 46.3682439508 , 0 , 50.2746654039
1 , 0.627411917359 , 69.1892838755 , 1 , 1006.95721498
1 , 7.39714322451 , 7.9005381978 , 1 , 1074.16851633
0 , 0.944730286062 , 3.37810374309 , 0 , 9.64554351902
1 , 0.691071626521 , 74.8341530107 , 1 , 1007.13768056
1 , 6.46975570742 , 71.0937467919 , 1 , 1065.3686936
1 , 1.89930763692 , 33.9855811285 , 0 , 19.2010359289
0 , 1.04794798227 , 93.5374371124 , 1 , 10.9165635501
0 , 2.00282244835 , 28.6976992134 , 1 , 20.0300680117
1 , 6.93572848272 , 83.9187151604 , 0 , 69.9925014274
0 , 6.60206288213 , 11.2751603935 , 1 , 66.224305712
0 , 3.77083008002 , 84.8529389231 , 1 , 37.7159227499
0 , 4.8269623577 , 88.0812890381 , 0 , 48.6517283495
1 , 3.36382985763 , 26.8069018594 , 1 , 1033.65664277
0 , 6.18758518928 , 74.9208315658 , 1 , 62.3882785874
1 , 5.4619515372 , 49.2541114487 , 1 , 1055.09723011
0 , 9.28873054289 , 21.4209279133 , 0 , 93.3512649351
1 , 6.79017045584 , 85.6322891747 , 0 , 68.0247002995
1 , 1.42037597212 , 33.6427477899 , 1 , 1014.76351474
0 , 7.20558486196 , 80.8557380341 , 0 , 72.0567157576
0 , 9.41931414561 , 47.8987746715 , 0 , 94.7955387382
0 , 4.79661683874 , 95.94497497 , 0 , 48.5289106187
0 , 4.52949063691 , 45.8588501874 , 1 , 45.7558033875
1 , 1.74118702087 , 82.4885665027 , 0 , 17.9587398211
1 , 4.83350082696 , 52.4409506635 , 1 , 1048.71463851
0 , 7.05794040263 , 31.6269411438 , 0 , 70.641483842
1 , 1.43399576843 , 48.601748788 , 1 , 1014.59847596
0 , 4.15146499159 , 7.71984539703 , 1 , 41.6120452533
1 , 1.72350300211 , 28.340344822 , 1 , 1017.64042007
1 , 6.3361330415 , 69.0029719279 , 1 , 1063.41130893
0 , 6.2444792618 , 40.6239166536 , 1 , 62.5277356786
0 , 3.11846194769 , 13.5689927237 , 0 , 31.7385806174
1 , 2.20834511184 , 55.657141072 , 1 , 1022.7114493
1 , 3.59386225439 , 82.1043963159 , 0 , 36.474764009
1 , 9.53405667754 , 25.1697276098 , 1 , 1095.74550668
1 , 9.07730960686 , 14.9419043418 , 1 , 1091.00611497
1 , 7.11530547534 , 65.7211118977 , 1 , 1071.52708026
0 , 4.20398079083 , 92.4116557421 , 1 , 42.1499132774
0 , 5.15788867739 , 56.2539465206 , 1 , 51.6885284028
0 , 6.7548012674 , 40.0659348135 , 0 , 67.8185974253
0 , 1.04060219282 , 16.2619936514 , 0 , 10.5740526936
1 , 4.84755925042 , 17.2343455238 , 1 , 1048.80162357
1 , 1.85729497763 , 62.5424693097 , 0 , 18.6412425863
1 , 9.59901575569 , 88.7300196933 , 0 , 96.4165328357
0 , 7.96144119202 , 85.5661891857 , 1 , 80.0674027923
1 , 7.29899332997 , 56.272951926 , 1 , 1073.46756972
1 , 8.15661514936 , 13.2804263691 , 1 , 1082.01445863
1 , 7.68231105687 , 85.0093986589 , 1 , 1077.25079402
1 , 3.60416987461 , 54.4289409751 , 1 , 1036.66072155
1 , 4.46727249521 , 4.15753841055 , 1 , 1044.69616192
0 , 5.28894274849 , 6.60047104562 , 1 , 52.96570403
0 , 5.58480927215 , 29.6358543052 , 1 , 56.2283783593
1 , 4.19654447612 , 66.5662588687 , 1 , 1042.16862902
1 , 0.605844545524 , 31.3879775369 , 1 , 1006.46584716
0 , 3.18929959662 , 78.8050919171 , 0 , 32.2187112874
0 , 5.52560372898 , 53.4865142465 , 1 , 55.2885240304
1 , 5.83750529768 , 21.7189879266 , 0 , 58.3898177813
1 , 1.34672691564 , 60.6971302001 , 1 , 1013.77214154
0 , 3.86492461487 , 4.3691079084 , 1 , 39.0719633455
0 , 2.14408504025 , 52.9641788828 , 1 , 22.0376106392
1 , 4.15334672208 , 80.171247019 , 1 , 1041.70574164
1 , 0.698005430088 , 94.5207003291 , 0 , 7.471759336
0 , 3.50666325232 , 83.5624655761 , 0 , 35.6258573758
1 , 4.85846976042 , 52.3703222163 , 0 , 49.0754656971
0 , 6.37907301312 , 43.8461547484 , 1 , 64.373014312
0 , 8.57314738197 , 33.3059126895 , 0 , 86.1389921186
1 , 0.605369055978 , 8.608798879 , 1 , 1006.41565103
0 , 7.24332471709 , 25.2795680667 , 1 , 72.8671664272
1 , 7.92822976724 , 51.8834415103 , 1 , 1079.59612833
0 , 3.45867544871 , 46.0212061293 , 0 , 35.1208440842
1 , 3.85257420076 , 15.144538463 , 1 , 1038.59640194
1 , 9.27794096228 , 57.5806553616 , 1 , 1093.27014317
1 , 7.1831564827 , 6.49495796375 , 0 , 72.2592243426
0 , 1.1705017125 , 25.8380973992 , 1 , 11.7486125018
0 , 1.58798038546 , 30.608158377 , 1 , 15.9756438367
1 , 0.879779756443 , 60.3032553664 , 1 , 1009.14914718
0 , 5.0396626496 , 16.3798633794 , 0 , 50.9196502462
1 , 4.33844678877 , 30.4155080111 , 1 , 1043.52107919
1 , 2.98229884302 , 20.1116759293 , 1 , 1030.34572962
0 , 6.78787589654 , 18.7229639362 , 1 , 68.2954697381
1 , 5.44843585688 , 80.9203260814 , 0 , 54.7591465587
0 , 2.97895948193 , 40.6884263211 , 0 , 29.8727795873
0 , 8.21509984127 , 29.3053532156 , 1 , 82.5860393572
0 , 5.1765072729 , 83.1937551042 , 0 , 51.7991267463
0 , 3.46663810199 , 2.21805198291 , 1 , 35.1709637433
0 , 2.01303773579 , 1.26524253311 , 0 , 20.5408300971
0 , 2.57805956694 , 89.5579578125 , 0 , 26.4074663616
0 , 5.09827730552 , 18.5851476541 , 1 , 51.0254499065
1 , 8.32032059642 , 73.2186372236 , 1 , 1083.30267285
1 , -1 , 89.1913937427 , 1 , 1061.31659252
1 , 8.87495307366 , 60.6906460516 , 0 , 89.4458177785
1 , 6.60205838941 , 75.3132215435 , 0 , 66.4565396311
0 , 9.17556914232 , 20.5948752252 , 0 , 92.3604104613
0 , 3.97785901395 , 49.8190328503 , 1 , 40.3233217903
0 , -1 , 8.78196165057 , 1 , 49.3234708889
0 , 7.52374747769 , 74.7689888805 , 1 , 75.8807942099
0 , 8.34131422547 , 16.68514727 , 1 , 83.8810618246
0 , 7.7385935448 , 74.1840171838 , 0 , 77.8009719629
0 , 4.76628308944 , 84.69822899 , 1 , 47.8611097491
0 , 1.02845161283 , 58.3399096685 , 1 , 10.3252073721
1 , 6.14367623529 , 36.8865319405 , 0 , 62.0640212674
0 , 3.77025910514 , 88.8228129512 , 1 , 38.3193596773
1 , 5.7088312968 , 69.1411729808 , 1 , 1057.0971446
0 , 1.45761697017 , 65.3773878855 , 0 , 15.0671242604
1 , 6.582373464 , 23.6439610787 , 1 , 1066.4468614
1 , 2.62417797382 , 47.8788397435 , 1 , 1026.7490137
0 , 8.45155202767 , 92.2281169439 , 1 , 84.7799930952
0 , 1.64264759744 , 51.2859703669 , 1 , 16.5389747298
0 , 5.22747895481 , 23.2085567004 , 0 , 52.8922396319
0 , 3.94882742339 , 22.2621843089 , 0 , 39.5175531553
1 , 2.92254111979 , 40.3067808456 , 0 , 29.3268918166
0 , 4.66991369711 , 8.52634791347 , 0 , 47.3934916993
0 , 4.44348749848 , 91.1946357743 , 0 , 44.8714385496
1 , 6.78912828916 , 63.1884530544 , 0 , 68.333795855
0 , 9.75635771658 , 72.8985694105 , 1 , 97.8016795052
1 , 8.97406298687 , 25.7461714642 , 0 , 90.083643004
0 , 4.23094483524 , 36.0586409014 , 1 , 42.6419611072
1 , 5.49710900299 , 88.9836166746 , 0 , 55.014850434
0 , 1.63728747993 , 91.3137365131 , 1 , 16.5204987174
1 , 5.4063199623 , 65.9605269361 , 1 , 1054.73968925
1 , 3.18279896912 , 52.2469594595 , 1 , 1032.22490343
1 , 3.74160834118 , 30.8052054684 , 0 , 37.9346295967
1 , 4.20287654859 , 38.9235468945 , 0 , 42.6909421495
0 , 1.93704624587 , 36.7666775631 , 1 , 19.7946830742
1 , 6.92771657871 , 51.2103730607 , 1 , 1069.48412186
0 , 4.18512410866 , 89.9911705586 , 1 , 42.2715353066
1 , 8.37926570297 , 66.6669612334 , 1 , 1084.38907224
1 , 7.62193675955 , 58.5963758046 , 0 , 76.2384800428
1 , 1.21666982297 , 9.69843462316 , 0 , 12.6145359545
0 , 8.06674118242 , 26.6142555849 , 1 , 81.3361924141
0 , 7.09575994697 , 76.457199545 , 0 , 71.1152104669
1 , 2.20080201462 , 7.0341391478 , 1 , 1022.22903252
0 , 7.23780435746 , 84.1282105388 , 0 , 72.621235541
0 , -1 , 51.1883261505 , 1 , 65.5400103472
1 , 1.35108780684 , 58.9062589257 , 1 , 1014.13332421
0 , 2.56931934044 , 28.9764427201 , 0 , 26.3591049686
0 , 1.07416073075 , 26.7485105075 , 1 , 10.7808368786
1 , 7.16039541691 , 14.8297047326 , 0 , 72.0015108839
0 , 3.47964205874 , 51.6202336811 , 0 , 35.2485233783
1 , 4.56145301153 , 83.7310981746 , 0 , 46.0240085213
0 , 5.49740205617 , 33.3691667801 , 1 , 55.1812835212
0 , 5.22065579723 , 48.9887728669 , 0 , 52.6186348451
1 , 1.15742984899 , 3.5955821997 , 1 , 1012.10839165
1 , 0.624047239342 , 95.3661049894 , 0 , 6.30459358146
0 , 2.41503023589 , 31.1332418724 , 0 , 24.5596792673
1 , 8.85089251138 , 72.4531364102 , 0 , 88.688842975
0 , 0.69531993299 , 9.32223688458 , 0 , 7.09853146198
0 , -1 , 13.0668460612 , 1 , 17.6689604405
0 , 3.22008761287 , 94.8941585919 , 1 , 32.5406337279
1 , 9.74302165193 , 92.3104726279 , 1 , 1097.74313444
1 , 5.09179998189 , 72.5378739445 , 0 , 51.1043522155
1 , 5.41224545056 , 7.76437685307 , 0 , 54.6213045541
1 , 6.04295119653 , 78.3167306734 , 0 , 60.4821617183
1 , 8.18398619636 , 88.8704471371 , 0 , 82.5008134105
0 , 9.0079460141 , 8.02139490239 , 0 , 90.160119694
1 , 3.68953615781 , 15.0795304069 , 0 , 37.3957791041
1 , 6.80422067508 , 17.6000591568 , 1 , 1068.56451303
1 , 6.15706706418 , 82.3887243942 , 1 , 1061.7072586
1 , 3.91717014241 , 48.0871515203 , 1 , 1039.65649624
1 , 1.24263628825 , 95.3982194537 , 1 , 1013.03290409
0 , 4.93721987946 , 9.45765267385 , 1 , 49.8555058839
0 , 6.56753501175 , 79.0653555287 , 1 , 65.714113729
0 , 9.36109072353 , 64.6669799447 , 1 , 94.0686639589
0 , 3.30099784155 , 91.8212995107 , 0 , 33.0760417764
1 , 2.79025682919 , 10.7344289257 , 0 , 28.4736820249
1 , 4.79956435998 , 87.357626789 , 0 , 48.6414654113
0 , 5.3684043044 , 49.4187790748 , 1 , 53.7848322813
1 , 4.67794577938 , 57.599060623 , 0 , 47.1659507759
1 , 6.66883626467 , 81.6810369613 , 0 , 66.8416038751
1 , 2.03565473666 , 49.1817423299 , 1 , 1020.57876228
0 , 1.64013818537 , 39.993182084 , 0 , 17.0118598681
1 , 9.11100321296 , 63.399464419 , 1 , 1091.30964511
1 , 2.28011612807 , 64.0522336005 , 1 , 1022.9895528
0 , 1.56585506027 , 20.9227426879 , 0 , 15.9268388699
0 , 5.16073955249 , 77.7810940517 , 1 , 52.1434577933
0 , 4.82874634264 , 27.488850456 , 1 , 48.8735874472
1 , 6.07679256381 , 14.9734393589 , 1 , 1061.27417273
0 , 3.25207307644 , 41.6624168759 , 0 , 32.5596865713
1 , 3.36620173714 , 95.2899373072 , 1 , 1033.84510364
0 , 6.22607279196 , 40.8083838271 , 0 , 62.6660793943
0 , 9.08688649196 , 21.9055401671 , 0 , 91.5502406865
1 , 9.22537344722 , 64.8098261821 , 1 , 1092.40533219
1 , 1.89215229092 , 75.7119847736 , 1 , 1019.08507207
0 , 6.1183758447 , 23.6758301829 , 0 , 61.5321916329
0 , 9.05010350307 , 32.406820179 , 1 , 91.0235306655
1 , 1.32487307148 , 92.7562786898 , 0 , 13.868715672
1 , 1.96545203662 , 1.8340610281 , 0 , 20.1304370872
1 , 2.24475597416 , 86.3882380616 , 0 , 22.6200241863
1 , 3.04657403388 , 9.74914397341 , 1 , 1030.79145554
0 , 6.94188634059 , 34.4798547198 , 1 , 69.9743912216
0 , 1.75238281711 , 8.6702438177 , 0 , 17.5430277353
1 , 9.12101678549 , 59.2950076777 , 1 , 1091.7570696
1 , 8.25259779944 , 8.82403026461 , 0 , 82.6732451445
0 , 3.22879847011 , 74.45658049 , 1 , 32.7163520444
0 , 7.19252235581 , 24.2729329255 , 0 , 72.2181634995
1 , 0.823907394766 , 36.4951885937 , 1 , 1008.68063909
1 , 3.79673839533 , 60.6827041728 , 1 , 1038.25687683
0 , 5.10268601596 , 78.2032484568 , 1 , 51.1188635312
1 , 8.25303582052 , 69.8375752242 , 0 , 83.1727915525
1 , 8.80640036544 , 83.5648197812 , 0 , 88.2600657075
1 , 6.97432596686 , 87.443537661 , 1 , 1070.35512714
0 , 2.93229057133 , 82.9521242879 , 0 , 29.9726328191
0 , 6.86288453148 , 27.5572248708 , 0 , 68.7807465344
1 , 1.1914660095 , 16.2245604929 , 1 , 1012.29245175
0 , 3.11658045929 , 25.1131629428 , 1 , 31.2159599792
0 , 6.73134503041 , 93.0373727565 , 1 , 67.4619741999
0 , 1.61206664653 , 52.9162160037 , 0 , 16.4625979562
1 , 6.54647120055 , 50.6635987593 , 1 , 1065.6174694
0 , 1.48705042624 , 13.0817860901 , 1 , 14.9144741975
1 , 3.49963508289 , 33.8760691638 , 1 , 1035.36034777
1 , 1.45717412559 , 85.4486333706 , 0 , 15.1857699425
1 , 4.46033843333 , 59.5045026357 , 0 , 44.8060755593
1 , 6.61191949017 , 38.4169009533 , 1 , 1066.21012178
0 , 2.91723921365 , 34.3109371474 , 0 , 29.2887178823
1 , 5.35400840746 , 24.9428525201 , 0 , 53.9701182451
0 , 9.60890724167 , 72.9055392824 , 1 , 96.456237179
1 , 7.86884710783 , 59.6613845663 , 1 , 1078.75644345
1 , 9.13507626235 , 22.4517435919 , 0 , 91.4740834682
0 , 2.33830023892 , 94.252167676 , 1 , 23.3872607341
1 , 2.24146526376 , 9.22349976362 , 0 , 22.9241290967
0 , 5.8514121154 , 79.4273551121 , 1 , 59.1043019117
1 , 1.43662496038 , 11.3520413015 , 0 , 14.3810744079
1 , 3.61863937505 , 78.0717069487 , 0 , 36.3434119351
0 , 2.25765616404 , 68.2721413829 , 1 , 22.9528537723
0 , 8.13606884241 , 73.3320288232 , 1 , 82.0277432894
1 , 2.57007389791 , 27.9436270415 , 1 , 1026.22685546
0 , 7.03331537724 , 23.8098437881 , 0 , 70.620961378
0 , 1.79631215313 , 29.3134341805 , 0 , 18.3772639794
1 , 4.33277444126 , 20.6648020593 , 0 , 43.8014860407
0 , 4.74889427218 , 75.6344982638 , 0 , 48.0999462916
1 , 8.29885138628 , 85.8838261403 , 0 , 83.4491566655
1 , 4.08307820828 , 39.0908727826 , 0 , 41.3946598702
0 , 3.84955322149 , 57.8656102026 , 0 , 38.7358942992
1 , 7.97099331691 , 11.2872781277 , 0 , 79.7435998094
0 , 1.46169175691 , 30.3602304669 , 0 , 15.2520082255
1 , -1 , 23.8600502832 , 1 , 1043.20334885
1 , 5.72335259145 , 90.0494328284 , 1 , 1057.56937182
0 , 9.70781975462 , 13.1466610017 , 1 , 97.6262935581
0 , 3.99421339745 , 57.5256295319 , 0 , 40.0753836208
0 , 4.32279438597 , 78.7771176096 , 1 , 43.2618992967
1 , 4.47520808188 , 71.4440515781 , 1 , 1044.79930823
1 , 5.49223529828 , 87.2468187781 , 1 , 1055.48725072
0 , 9.37801019579 , 87.14372169 , 1 , 94.4643055027
1 , 7.31246923887 , 40.0917374625 , 0 , 73.1972305545
0 , 3.15801616808 , 94.7056332866 , 0 , 31.8188110298
1 , 9.39805221176 , 40.5784029021 , 0 , 94.6588316262
1 , 3.78282290068 , 87.5935466852 , 0 , 37.8595131482
1 , 3.24774680231 , 37.2247862732 , 1 , 1032.66992309
1 , 6.83863297124 , 92.9455276155 , 0 , 68.6554879046
0 , 1.53491526464 , 19.9829948524 , 1 , 15.7872697103
0 , 6.99873591692 , 44.8299136064 , 1 , 70.0542421358
1 , 2.14175424755 , 63.5613991744 , 0 , 21.998979201
0 , 2.74962617455 , 75.2425744508 , 1 , 27.7929039335
1 , 4.66023555658 , 73.0763606973 , 0 , 47.0784705503
1 , 8.56269293284 , 80.8313132441 , 0 , 86.0683438318
1 , 1.90523363958 , 5.13172435866 , 1 , 1019.57691588
0 , 9.69381411282 , 26.2671511914 , 1 , 97.0292040025
0 , 5.34274198621 , 96.5217065197 , 1 , 53.7368055007
0 , 3.09879847335 , 38.2818481827 , 0 , 31.618141343
1 , 5.56834436816 , 45.0875729533 , 0 , 55.9955727883
0 , 7.64144160883 , 0.639983210109 , 1 , 77.0655343759
0 , 0.622804844477 , 22.3840401629 , 1 , 6.28233446114
0 , 6.19367125693 , 7.94226154531 , 0 , 62.3434329367
1 , 4.26718495404 , 96.587512788 , 1 , 1043.05308685
0 , 7.02755955745 , 56.7148087849 , 1 , 70.2889563248
1 , 5.44602325978 , 52.1864073626 , 1 , 1054.93113009
0 , 5.19210745612 , 64.8873308657 , 1 , 52.5461234954
0 , 4.66740295371 , 35.6437223107 , 0 , 47.3224548436
0 , 9.02087025247 , 79.447392157 , 1 , 90.5658045416
1 , 5.82532480536 , 50.8166486201 , 0 , 58.2975406607
0 , 9.04548484331 , 72.1996827872 , 0 , 90.6590891297
1 , -1 , 50.2661009692 , 1 , 1050.53009155
1 , 8.6600887734 , 46.1473672004 , 0 , 86.8241972611
1 , 4.97105497831 , 6.74698407619 , 1 , 1050.2847676
0 , 6.00329598999 , 33.388846228 , 1 , 60.6708561842
0 , 4.79764706519 , 25.8351172944 , 1 , 48.4473469225
0 , 6.03562802852 , 19.7145790343 , 0 , 60.5835264991
1 , 5.82703224441 , 82.1904133019 , 0 , 58.7806978853
0 , 0.74540576054 , 17.7773958233 , 1 , 7.92074765433
1 , 6.71351402365 , 18.5667467083 , 1 , 1067.81275629
1 , 5.50847526715 , 46.5857892584 , 1 , 1055.34170248
1 , 6.18699260185 , 26.1281893022 , 1 , 1062.45258818
0 , 9.30457249306 , 26.9648278255 , 0 , 93.5101977649
1 , 7.37570543483 , 30.8958441244 , 1 , 1074.16570534
1 , 2.67492227297 , 95.3730236849 , 1 , 1027.09121817
0 , -1 , 40.9780589049 , 0 , 14.2880729309
0 , 1.29218991692 , 30.9828610739 , 1 , 13.5113342903
1 , 2.95646359346 , 73.6999071252 , 1 , 1029.71115537
1 , 8.24366874131 , 81.284452679 , 0 , 82.8489529275
0 , 7.1151394448 , 37.5667641571 , 1 , 71.2598673302
0 , 6.48833073879 , 49.5518614748 , 0 , 65.5411979108
0 , 5.21061199724 , 24.9135171266 , 0 , 52.4644604256
0 , 7.35944527246 , 20.2089236691 , 0 , 74.0879415465
1 , 8.08828679128 , 76.8966678901 , 1 , 1081.40473234
1 , 5.17975502819 , 85.6516162678 , 0 , 51.8349192392
0 , 1.22834401623 , 67.6794375938 , 1 , 12.8945583124
1 , 1.16358173286 , 44.431425085 , 1 , 1012.24362455
0 , 7.07660756719 , 10.8150560259 , 0 , 70.8639052745
0 , 4.74191611518 , 6.06888279636 , 0 , 47.5072415426
0 , 9.010930139 , 75.6837356856 , 0 , 90.5033581815
0 , 0.625919919179 , 48.4903681562 , 1 , 6.63648709691
0 , 6.55907504566 , 14.1922851478 , 0 , 65.9234029504
0 , 7.9836392259 , 95.0480814713 , 1 , 79.9770529246
1 , 7.74311973226 , 2.09781081145 , 0 , 77.5622419879
0 , 7.25347112277 , 36.9640060986 , 0 , 73.1069799301
1 , 9.2405451181 , 27.5437200096 , 0 , 93.0004536753
0 , 8.80139265124 , 8.80404753349 , 1 , 88.5299303201
1 , 2.13824212541 , 86.9300598446 , 0 , 21.5188905363
1 , 8.89582470775 , 64.7599326858 , 0 , 89.4595281592
1 , 7.6711828418 , 87.249856152 , 1 , 1076.76780794
1 , 6.53663260114 , 72.8795466513 , 0 , 65.6445652386
1 , 5.14487164278 , 15.6539274657 , 0 , 52.0070484855
0 , 8.02015071474 , 64.1562723758 , 1 , 80.6895191897
1 , 3.21514466019 , 41.5189339422 , 0 , 32.2999517615
0 , 7.38833280639 , 86.4878193394 , 1 , 73.995377261
1 , 1.13028588572 , 45.92254242 , 1 , 1011.72936893
1 , -1 , 79.2668046513 , 0 , 51.3913133616
0 , 2.15420261861 , 4.95983796956 , 1 , 22.0064103158
0 , 6.66157697361 , 82.2815304966 , 1 , 67.2113624447
1 , 4.111878904 , 35.9852290539 , 1 , 1041.41435844
1 , 1.39138822127 , 89.295758269 , 1 , 1014.36515513
1 , 5.87774661402 , 73.2629113695 , 0 , 59.3615396318
0 , 2.48296051227 , 73.7351879153 , 1 , 25.5008056567
1 , 1.57088928797 , 59.9563866426 , 0 , 16.3743986224
0 , 1.39458204097 , 33.9012563799 , 0 , 14.2675375222
1 , 9.77352711595 , 66.8078881682 , 1 , 1098.09901409
1 , 7.97062504645 , 58.3013612384 , 0 , 79.7478496655
0 , 3.2201612851 , 96.6091932368 , 0 , 32.8428390972
0 , 2.32492283865 , 77.2113576654 , 1 , 23.7775401463
1 , 5.75922784832 , 17.8614286624 , 1 , 1057.95262922
0 , 8.5968625157 , 71.8253377852 , 0 , 86.4890268727
